"Well","Sample","Target","Concentration","CopiesPer20uLWell","AcceptedDroplets","Positives","Negatives","sample_characters","control_check","sample_name_check15","accepted_droplet_limit2","accepted_droplet_count2","ntc_control_check3","pos_control_check4","pos_control_breakdown","negvalue_control_check55","ext_neg_control_check6","sample_wells_positives7","sample_wells_negatives75","sample_pos_limit_flag9","plate_name"
"G08","NEG","RSV",0,0,16123,0,16123,3,"Control",,0,0,0,,,0,0,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H07","NEG","RSV",0,0,17736,0,17736,3,"Control",,0,0,0,,,0,0,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D07","POS","RSV",21.27788353,425.5576782,16514,277,16237,3,"Control",,0,0,0,0,0,,,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E07","POS","RSV",24.61449814,492.289978,15120,293,14827,3,"Control",,0,0,0,0,0,,,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F07","POS","RSV",23.31943512,466.3887024,15026,276,14750,3,"Control",,0,0,0,0,0,,,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E08","NTC","RSV",0,0,16433,0,16433,3,"Control",,0,0,0,,,,,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F08","NTC","RSV",0,0,14888,0,14888,3,"Control",,0,0,0,,,,,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F08","NTC","RSV",0,0,14888,0,14888,3,"Control",,0,0,0,,,,,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G07","NEG","SC2",0,0,16472,0,16472,3,"Control",,0,0,0,,,0,0,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"G08","NEG","SC2",0,0,16123,0,16123,3,"Control",,0,0,0,,,0,0,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"H07","NEG","SC2",0,0,17736,0,17736,3,"Control",,0,0,0,,,0,0,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D07","POS","SC2",12.93895054,258.7790222,16514,169,16345,3,"Control",,0,0,0,0,0,,,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E07","POS","SC2",16.1593914,323.1878357,15120,193,14927,3,"Control",,0,0,0,0,0,,,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F07","POS","SC2",14.48156548,289.6313171,15026,172,14854,3,"Control",,0,0,0,0,0,,,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E08","NTC","SC2",0,0,16433,0,16433,3,"Control",,0,0,0,,,,,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F08","NTC","SC2",0,0,14888,0,14888,3,"Control",,0,0,0,,,,,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F08","NTC","SC2",0,0,14888,0,14888,3,"Control",,0,0,0,,,,,,,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A01","26BB260410I","FLUA",0,0,16314,0,16314,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A01","26BB260410I","FLUB",0,0,16314,0,16314,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A01","26BB260410I","RSV",0,0,16314,0,16314,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A01","26BB260410I","SC2",0.077105567,1.542111397,16314,1,16313,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A02","26BB260412I","FLUA",0,0,17714,0,17714,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A02","26BB260412I","FLUB",0,0,17714,0,17714,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A02","26BB260412I","RSV",0.071011469,1.420229435,17714,1,17713,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A02","26BB260412I","SC2",0,0,17714,0,17714,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A03","26CC260409I","FLUA",0.076533213,1.530664206,16436,1,16435,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A03","26CC260409I","FLUB",0.076533213,1.530664206,16436,1,16435,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A03","26CC260409I","RSV",0,0,16436,0,16436,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A03","26CC260409I","SC2",0.076533213,1.530664206,16436,1,16435,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A04","26LL260410I","FLUA",0,0,17731,0,17731,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A04","26LL260410I","FLUB",0,0,17731,0,17731,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A04","26LL260410I","RSV",0,0,17731,0,17731,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A04","26LL260410I","SC2",0.212842152,4.25684309,17731,3,17728,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A05","26LL260412I","FLUA",0.07082355,1.416471004,17761,1,17760,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A05","26LL260412I","FLUB",0,0,17761,0,17761,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A05","26LL260412I","RSV",0,0,17761,0,17761,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A05","26LL260412I","SC2",0,0,17761,0,17761,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A06","26LL260413I","FLUA",0,0,18584,0,18584,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A06","26LL260413I","FLUB",0,0,18584,0,18584,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A06","26LL260413I","RSV",0,0,18584,0,18584,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A06","26LL260413I","SC2",0,0,18584,0,18584,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A07","26HH260411I","FLUA",0,0,17245,0,17245,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A07","26HH260411I","FLUB",0,0,17245,0,17245,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A07","26HH260411I","RSV",0,0,17245,0,17245,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"A07","26HH260411I","SC2",0.145889774,2.91779542,17245,2,17243,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B01","26BB260410I","FLUA",0,0,17285,0,17285,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B01","26BB260410I","FLUB",0,0,17285,0,17285,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B01","26BB260410I","RSV",0.145552143,2.911042929,17285,2,17283,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B01","26BB260410I","SC2",0.145552143,2.911042929,17285,2,17283,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B02","26BB260412I","FLUA",0,0,18176,0,18176,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B02","26BB260412I","FLUB",0,0,18176,0,18176,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B02","26BB260412I","RSV",0.069206439,1.384128809,18176,1,18175,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B02","26BB260412I","SC2",0.138416678,2.768333435,18176,2,18174,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B03","26CC260409I","FLUA",0,0,16784,0,16784,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B03","26CC260409I","FLUB",0.074946322,1.498926401,16784,1,16783,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B03","26CC260409I","RSV",0.074946322,1.498926401,16784,1,16783,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B03","26CC260409I","SC2",0,0,16784,0,16784,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B04","26LL260410I","FLUA",0,0,17505,0,17505,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B04","26LL260410I","FLUB",0,0,17505,0,17505,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B04","26LL260410I","RSV",0,0,17505,0,17505,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B04","26LL260410I","SC2",0.215590298,4.311805725,17505,3,17502,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B05","26LL260412I","FLUA",0,0,17757,0,17757,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B05","26LL260412I","FLUB",0,0,17757,0,17757,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B05","26LL260412I","RSV",0,0,17757,0,17757,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B05","26LL260412I","SC2",0,0,17757,0,17757,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B06","26LL260413I","FLUA",0.069115177,1.382303476,18200,1,18199,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B06","26LL260413I","FLUB",0,0,18200,0,18200,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B06","26LL260413I","RSV",0.138234153,2.764683008,18200,2,18198,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B06","26LL260413I","SC2",0,0,18200,0,18200,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B07","26HH260411I","FLUA",0.076733969,1.534679413,16393,1,16392,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B07","26HH260411I","FLUB",0,0,16393,0,16393,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B07","26HH260411I","RSV",0.153472617,3.069452286,16393,2,16391,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"B07","26HH260411I","SC2",0.076733969,1.534679413,16393,1,16392,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C01","26BB260410I","FLUA",0.069995917,1.399918318,17971,1,17970,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C01","26BB260410I","FLUB",0,0,17971,0,17971,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C01","26BB260410I","RSV",0.069995917,1.399918318,17971,1,17970,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C01","26BB260410I","SC2",0,0,17971,0,17971,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C02","26BB260412I","FLUA",0,0,17236,0,17236,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C02","26BB260412I","FLUB",0,0,17236,0,17236,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C02","26BB260412I","RSV",0.145965964,2.919319153,17236,2,17234,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C02","26BB260412I","SC2",0,0,17236,0,17236,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C03","26CC260409I","FLUA",0,0,15552,0,15552,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C03","26CC260409I","FLUB",0.080883615,1.617672324,15552,1,15551,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C03","26CC260409I","RSV",0,0,15552,0,15552,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C03","26CC260409I","SC2",0,0,15552,0,15552,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C04","26LL260410I","FLUA",0,0,17834,0,17834,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C04","26LL260410I","FLUB",0,0,17834,0,17834,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C04","26LL260410I","RSV",0,0,17834,0,17834,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C04","26LL260410I","SC2",0.211612776,4.232255459,17834,3,17831,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C05","26LL260412I","FLUA",0,0,16822,0,16822,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C05","26LL260412I","FLUB",0,0,16822,0,16822,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C05","26LL260412I","RSV",0,0,16822,0,16822,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C05","26LL260412I","SC2",0,0,16822,0,16822,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C06","26LL260413I","FLUA",0,0,18022,0,18022,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C06","26LL260413I","FLUB",0,0,18022,0,18022,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C06","26LL260413I","RSV",0,0,18022,0,18022,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C06","26LL260413I","SC2",0,0,18022,0,18022,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C07","26HH260411I","FLUA",0,0,17681,0,17681,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C07","26HH260411I","FLUB",0,0,17681,0,17681,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C07","26HH260411I","RSV",0.071144007,1.422880173,17681,1,17680,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"C07","26HH260411I","SC2",0.071144007,1.422880173,17681,1,17680,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D01","26JJ260407I","FLUA",0,0,16390,0,16390,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D01","26JJ260407I","FLUB",0,0,16390,0,16390,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D01","26JJ260407I","RSV",0,0,16390,0,16390,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D01","26JJ260407I","SC2",0.153500721,3.070014477,16390,2,16388,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D02","26JJ260407I","FLUA",0,0,15595,0,15595,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D02","26JJ260407I","FLUB",0,0,15595,0,15595,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D02","26JJ260407I","RSV",0,0,15595,0,15595,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D02","26JJ260407I","SC2",0.080660596,1.61321187,15595,1,15594,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D03","26JJ260407I","FLUA",0.080758989,1.615179777,15576,1,15575,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D03","26JJ260407I","FLUB",0,0,15576,0,15576,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D03","26JJ260407I","RSV",0,0,15576,0,15576,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D03","26JJ260407I","SC2",0.080758989,1.615179777,15576,1,15575,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D04","23ZZ260405I","FLUA",0,0,17524,0,17524,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D04","23ZZ260405I","FLUB",0,0,17524,0,17524,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D04","23ZZ260405I","RSV",0.071781419,1.435628414,17524,1,17523,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D04","23ZZ260405I","SC2",0,0,17524,0,17524,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D05","23ZZ260405I","FLUA",0,0,16813,0,16813,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D05","23ZZ260405I","FLUB",0,0,16813,0,16813,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D05","23ZZ260405I","RSV",0,0,16813,0,16813,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D05","23ZZ260405I","SC2",0.074817047,1.49634099,16813,1,16812,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D06","23ZZ260405I","FLUA",0,0,18172,0,18172,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D06","23ZZ260405I","FLUB",0,0,18172,0,18172,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D06","23ZZ260405I","RSV",0.138447151,2.768943071,18172,2,18170,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"D06","23ZZ260405I","SC2",0,0,18172,0,18172,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E01","26JJ260409I","FLUA",0.07356561,1.471312165,17099,1,17098,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E01","26JJ260409I","FLUB",0,0,17099,0,17099,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E01","26JJ260409I","RSV",0.07356561,1.471312165,17099,1,17098,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E01","26JJ260409I","SC2",0.07356561,1.471312165,17099,1,17098,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E02","26JJ260409I","FLUA",0.073552705,1.471054077,17102,1,17101,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E02","26JJ260409I","FLUB",0,0,17102,0,17102,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E02","26JJ260409I","RSV",0,0,17102,0,17102,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E02","26JJ260409I","SC2",0,0,17102,0,17102,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E03","26JJ260409I","FLUA",0,0,16900,0,16900,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E03","26JJ260409I","FLUB",0,0,16900,0,16900,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E03","26JJ260409I","RSV",0,0,16900,0,16900,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E03","26JJ260409I","SC2",0,0,16900,0,16900,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E04","23ZZ260406I","FLUA",0,0,15803,0,15803,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E04","23ZZ260406I","FLUB",0,0,15803,0,15803,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E04","23ZZ260406I","RSV",0.159202844,3.184056759,15803,2,15801,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E04","23ZZ260406I","SC2",0,0,15803,0,15803,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E05","23ZZ260406I","FLUA",0,0,16286,0,16286,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E05","23ZZ260406I","FLUB",0,0,16286,0,16286,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E05","23ZZ260406I","RSV",0,0,16286,0,16286,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E05","23ZZ260406I","SC2",0,0,16286,0,16286,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E06","23ZZ260406I","FLUA",0,0,17797,0,17797,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E06","23ZZ260406I","FLUB",0,0,17797,0,17797,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E06","23ZZ260406I","RSV",0,0,17797,0,17797,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"E06","23ZZ260406I","SC2",0,0,17797,0,17797,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F01","26JJ260410I","FLUA",0,0,16024,0,16024,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F01","26JJ260410I","FLUB",0,0,16024,0,16024,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F01","26JJ260410I","RSV",0,0,16024,0,16024,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F01","26JJ260410I","SC2",0.078501053,1.570021033,16024,1,16023,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F02","26JJ260410I","FLUA",0,0,16963,0,16963,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F02","26JJ260410I","FLUB",0,0,16963,0,16963,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F02","26JJ260410I","RSV",0,0,16963,0,16963,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F02","26JJ260410I","SC2",0.074155435,1.483108759,16963,1,16962,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F03","26JJ260410I","FLUA",0.074343897,1.486877918,16920,1,16919,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F03","26JJ260410I","FLUB",0,0,16920,0,16920,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F03","26JJ260410I","RSV",0.074343897,1.486877918,16920,1,16919,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F03","26JJ260410I","SC2",0.148692191,2.973843813,16920,2,16918,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
"F04","23ZZ260408I","FLUA",0,0,16478,0,16478,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.15.26_GT_fiveplex5_QX600.csv"
